"Date","Price","Open","High","Low","Vol.","Change %"
"06/12/2024","1.5004","1.5136","1.5159","1.4913","","-0.79%"
"06/11/2024","1.5124","1.5129","1.5180","1.5118","","-0.01%"
"06/10/2024","1.5126","1.5182","1.5208","1.5122","","-0.41%"
"06/07/2024","1.5188","1.5001","1.5201","1.4965","","1.26%"
"06/06/2024","1.4999","1.5040","1.5076","1.4960","","-0.27%"
"06/05/2024","1.5040","1.5046","1.5093","1.5001","","-0.05%"
"06/04/2024","1.5047","1.4949","1.5081","1.4926","","0.66%"
"06/03/2024","1.4948","1.5031","1.5079","1.4935","","-0.54%"
"05/31/2024","1.5029","1.5075","1.5092","1.4984","","-0.30%"
"05/30/2024","1.5074","1.5128","1.5175","1.5039","","-0.33%"
"05/29/2024","1.5124","1.5038","1.5132","1.5000","","0.59%"
"05/28/2024","1.5035","1.5031","1.5056","1.4969","","0.06%"
"05/27/2024","1.5026","1.5094","1.5103","1.5014","","-0.36%"
"05/24/2024","1.5081","1.5136","1.5172","1.5065","","-0.36%"
"05/23/2024","1.5135","1.5107","1.5158","1.5029","","0.21%"
"05/22/2024","1.5103","1.5003","1.5135","1.4956","","0.69%"
"05/21/2024","1.4999","1.4998","1.5046","1.4971","","0.03%"
"05/20/2024","1.4995","1.4941","1.5012","1.4902","","0.37%"
"05/17/2024","1.4939","1.4973","1.5043","1.4922","","-0.22%"
"05/16/2024","1.4972","1.4940","1.5029","1.4891","","0.23%"
"05/15/2024","1.4937","1.5091","1.5103","1.4935","","-1.04%"
"05/14/2024","1.5094","1.5131","1.5200","1.5086","","-0.24%"
"05/13/2024","1.5131","1.5147","1.5187","1.5083","","-0.09%"
"05/10/2024","1.5145","1.5106","1.5161","1.5096","","0.28%"
"05/09/2024","1.5103","1.5200","1.5234","1.5100","","-0.61%"
"05/08/2024","1.5195","1.5158","1.5250","1.5150","","0.27%"
"05/07/2024","1.5154","1.5103","1.5184","1.5048","","0.41%"
"05/06/2024","1.5092","1.5091","1.5142","1.5062","","-0.21%"
"05/03/2024","1.5124","1.5234","1.5240","1.5039","","-0.71%"
"05/02/2024","1.5232","1.5329","1.5351","1.5211","","-0.61%"
"05/01/2024","1.5326","1.5452","1.5469","1.5289","","-0.76%"
"04/30/2024","1.5444","1.5237","1.5453","1.5224","","1.42%"
"04/29/2024","1.5228","1.5306","1.5334","1.5180","","-0.48%"
"04/26/2024","1.5302","1.5340","1.5345","1.5254","","-0.25%"
"04/25/2024","1.5340","1.5394","1.5422","1.5292","","-0.32%"
"04/24/2024","1.5389","1.5417","1.5429","1.5313","","-0.16%"
"04/23/2024","1.5413","1.5508","1.5526","1.5404","","-0.57%"
"04/22/2024","1.5501","1.5601","1.5604","1.5489","","-0.50%"
"04/19/2024","1.5579","1.5569","1.5719","1.5544","","0.05%"
"04/18/2024","1.5571","1.5540","1.5588","1.5486","","0.21%"
"04/17/2024","1.5538","1.5618","1.5626","1.5511","","-0.52%"
"04/16/2024","1.5620","1.5524","1.5652","1.5513","","0.66%"
"04/15/2024","1.5518","1.5468","1.5536","1.5397","","0.32%"
"04/12/2024","1.5468","1.5295","1.5490","1.5280","","1.14%"
"04/11/2024","1.5293","1.5359","1.5382","1.5258","","-0.38%"
"04/10/2024","1.5352","1.5083","1.5389","1.5078","","1.78%"
"04/09/2024","1.5083","1.5143","1.5158","1.5048","","-0.36%"
"04/08/2024","1.5138","1.5200","1.5247","1.5125","","-0.39%"
"04/05/2024","1.5198","1.5178","1.5270","1.5166","","0.13%"
"04/04/2024","1.5179","1.5235","1.5243","1.5105","","-0.35%"
"04/03/2024","1.5232","1.5352","1.5380","1.5218","","-0.70%"
"04/02/2024","1.5340","1.5410","1.5428","1.5325","","-0.42%"
"04/01/2024","1.5404","1.5334","1.5432","1.5290","","0.48%"
"03/29/2024","1.5330","1.5346","1.5375","1.5303","","-0.09%"
"03/28/2024","1.5344","1.5302","1.5422","1.5286","","0.29%"
"03/27/2024","1.5300","1.5306","1.5359","1.5290","","-0.03%"
"03/26/2024","1.5305","1.5292","1.5316","1.5243","","0.11%"
"03/25/2024","1.5288","1.5332","1.5366","1.5273","","-0.38%"
"03/22/2024","1.5347","1.5221","1.5362","1.5196","","0.85%"
"03/21/2024","1.5218","1.5184","1.5243","1.5070","","0.24%"
"03/20/2024","1.5181","1.5307","1.5359","1.5178","","-0.86%"
"03/19/2024","1.5312","1.5246","1.5378","1.5231","","0.46%"
"03/18/2024","1.5242","1.5239","1.5268","1.5208","","0.02%"
"03/15/2024","1.5239","1.5200","1.5264","1.5185","","0.30%"
"03/14/2024","1.5193","1.5103","1.5224","1.5077","","0.60%"
"03/13/2024","1.5103","1.5137","1.5152","1.5069","","-0.20%"
"03/12/2024","1.5133","1.5120","1.5188","1.5062","","0.09%"
"03/11/2024","1.5119","1.5082","1.5161","1.5067","","0.23%"
"03/08/2024","1.5085","1.5105","1.5122","1.4994","","-0.12%"
"03/07/2024","1.5103","1.5232","1.5244","1.5093","","-0.85%"
"03/06/2024","1.5232","1.5380","1.5404","1.5192","","-0.92%"
"03/05/2024","1.5373","1.5354","1.5439","1.5331","","0.12%"
"03/04/2024","1.5354","1.5323","1.5369","1.5299","","0.17%"
"03/01/2024","1.5328","1.5386","1.5410","1.5302","","-0.35%"
"02/29/2024","1.5382","1.5394","1.5417","1.5309","","-0.03%"
"02/28/2024","1.5387","1.5276","1.5411","1.5266","","0.71%"
"02/27/2024","1.5279","1.5288","1.5326","1.5245","","-0.06%"
"02/26/2024","1.5288","1.5249","1.5313","1.5220","","0.33%"
"02/23/2024","1.5237","1.5250","1.5268","1.5194","","-0.12%"
"02/22/2024","1.5256","1.5265","1.5292","1.5159","","0.00%"
"02/21/2024","1.5256","1.5272","1.5309","1.5210","","-0.09%"
"02/20/2024","1.5270","1.5288","1.5337","1.5197","","-0.10%"
"02/19/2024","1.5286","1.5320","1.5329","1.5261","","-0.14%"
"02/16/2024","1.5307","1.5330","1.5394","1.5278","","-0.12%"
"02/15/2024","1.5326","1.5406","1.5440","1.5313","","-0.49%"
"02/14/2024","1.5401","1.5499","1.5515","1.5393","","-0.59%"
"02/13/2024","1.5492","1.5321","1.5524","1.5301","","1.18%"
"02/12/2024","1.5312","1.5341","1.5366","1.5280","","-0.09%"
"02/09/2024","1.5326","1.5398","1.5417","1.5302","","-0.51%"
"02/08/2024","1.5404","1.5338","1.5432","1.5306","","0.48%"
"02/07/2024","1.5330","1.5328","1.5350","1.5287","","0.01%"
"02/06/2024","1.5328","1.5428","1.5439","1.5323","","-0.62%"
"02/05/2024","1.5423","1.5345","1.5460","1.5325","","0.48%"
"02/02/2024","1.5349","1.5217","1.5380","1.5125","","0.89%"
"02/01/2024","1.5214","1.5229","1.5366","1.5197","","-0.09%"
"01/31/2024","1.5228","1.5147","1.5265","1.5098","","0.55%"
"01/30/2024","1.5145","1.5127","1.5210","1.5093","","0.14%"
"01/29/2024","1.5124","1.5195","1.5223","1.5113","","-0.55%"
"01/26/2024","1.5207","1.5188","1.5216","1.5128","","0.14%"
"01/25/2024","1.5186","1.5204","1.5231","1.5127","","-0.11%"
"01/24/2024","1.5202","1.5195","1.5232","1.5100","","0.06%"
"01/23/2024","1.5193","1.5221","1.5266","1.5120","","-0.16%"
"01/22/2024","1.5218","1.5169","1.5231","1.5117","","0.42%"
"01/19/2024","1.5154","1.5215","1.5234","1.5145","","-0.37%"
"01/18/2024","1.5211","1.5259","1.5324","1.5207","","-0.29%"
"01/17/2024","1.5256","1.5188","1.5326","1.5161","","0.47%"
"01/16/2024","1.5184","1.5014","1.5207","1.5002","","1.15%"
"01/15/2024","1.5011","1.4949","1.5038","1.4912","","0.38%"
"01/12/2024","1.4954","1.4957","1.4977","1.4858","","0.03%"
"01/11/2024","1.4950","1.4935","1.5045","1.4866","","0.19%"
"01/10/2024","1.4921","1.4955","1.4972","1.4893","","-0.19%"
"01/09/2024","1.4950","1.4882","1.4978","1.4847","","0.48%"
"01/08/2024","1.4879","1.4881","1.4978","1.4847","","-0.09%"
"01/05/2024","1.4892","1.4901","1.5060","1.4817","","-0.09%"
"01/04/2024","1.4905","1.4859","1.4935","1.4790","","0.37%"
"01/03/2024","1.4850","1.4782","1.4922","1.4766","","0.43%"
"01/02/2024","1.4786","1.4674","1.4801","1.4619","","0.74%"
"01/01/2024","1.4678","1.4682","1.4695","1.4660","","-0.01%"
"12/29/2023","1.4680","1.4641","1.4748","1.4604","","0.28%"
"12/28/2023","1.4639","1.4605","1.4655","1.4551","","0.26%"
"12/27/2023","1.4601","1.4656","1.4668","1.4593","","-0.35%"
"12/26/2023","1.4652","1.4683","1.4721","1.4647","","-0.39%"
"12/25/2023","1.4710","1.4714","1.4766","1.4676","","0.04%"
"12/22/2023","1.4704","1.4701","1.4765","1.4650","","0.03%"
"12/21/2023","1.4699","1.4856","1.4870","1.4696","","-1.04%"
"12/20/2023","1.4854","1.4784","1.4873","1.4748","","0.46%"
"12/19/2023","1.4786","1.4906","1.4927","1.4759","","-0.82%"
"12/18/2023","1.4908","1.4925","1.4949","1.4844","","-0.15%"
"12/15/2023","1.4930","1.4927","1.5008","1.4860","","0.06%"
"12/14/2023","1.4921","1.5010","1.5029","1.4860","","-0.57%"
"12/13/2023","1.5006","1.5249","1.5289","1.4983","","-1.56%"
"12/12/2023","1.5244","1.5224","1.5292","1.5122","","0.14%"
"12/11/2023","1.5223","1.5196","1.5270","1.5185","","0.16%"
"12/08/2023","1.5198","1.5151","1.5250","1.5103","","0.37%"
"12/07/2023","1.5142","1.5267","1.5326","1.5105","","-0.82%"
"12/06/2023","1.5267","1.5263","1.5275","1.5155","","0.05%"
"12/05/2023","1.5260","1.5106","1.5282","1.5091","","1.02%"
"12/04/2023","1.5106","1.4995","1.5144","1.4943","","0.85%"
"12/01/2023","1.4979","1.5137","1.5155","1.4974","","-1.05%"
"11/30/2023","1.5138","1.5110","1.5220","1.5034","","0.20%"
"11/29/2023","1.5108","1.5041","1.5138","1.4976","","0.47%"
"11/28/2023","1.5038","1.5138","1.5161","1.5000","","-0.63%"
"11/27/2023","1.5133","1.5195","1.5230","1.5117","","-0.38%"
"11/24/2023","1.5191","1.5253","1.5270","1.5170","","-0.36%"
"11/23/2023","1.5246","1.5283","1.5292","1.5207","","-0.25%"
"11/22/2023","1.5284","1.5253","1.5335","1.5220","","0.20%"
"11/21/2023","1.5253","1.5256","1.5282","1.5173","","0.01%"
"11/20/2023","1.5251","1.5360","1.5385","1.5230","","-0.72%"
"11/17/2023","1.5361","1.5464","1.5501","1.5345","","-0.58%"
"11/16/2023","1.5451","1.5366","1.5481","1.5342","","0.57%"
"11/15/2023","1.5363","1.5371","1.5426","1.5285","","-0.02%"
"11/14/2023","1.5366","1.5682","1.5725","1.5352","","-2.00%"
"11/13/2023","1.5679","1.5743","1.5757","1.5642","","-0.18%"
"11/10/2023","1.5708","1.5705","1.5776","1.5690","","0.01%"
"11/09/2023","1.5706","1.5612","1.5716","1.5553","","0.56%"
"11/08/2023","1.5618","1.5547","1.5633","1.5503","","0.58%"
"11/07/2023","1.5528","1.5410","1.5617","1.5380","","0.78%"
"11/06/2023","1.5408","1.5364","1.5422","1.5328","","0.35%"
"11/03/2023","1.5354","1.5543","1.5577","1.5338","","-1.20%"
"11/02/2023","1.5540","1.5641","1.5653","1.5486","","-0.64%"
"11/01/2023","1.5640","1.5783","1.5829","1.5624","","-0.87%"
"10/31/2023","1.5778","1.5691","1.5839","1.5677","","0.60%"
"10/30/2023","1.5684","1.5770","1.5795","1.5662","","-0.64%"
"10/27/2023","1.5785","1.5812","1.5825","1.5700","","-0.21%"
"10/26/2023","1.5818","1.5853","1.5950","1.5793","","-0.20%"
"10/25/2023","1.5850","1.5734","1.5862","1.5624","","0.74%"
"10/24/2023","1.5733","1.5780","1.5796","1.5673","","-0.27%"
"10/23/2023","1.5775","1.5827","1.5902","1.5748","","-0.33%"
"10/20/2023","1.5828","1.5800","1.5882","1.5789","","0.19%"
"10/19/2023","1.5798","1.5785","1.5886","1.5730","","0.11%"
"10/18/2023","1.5780","1.5713","1.5804","1.5639","","0.44%"
"10/17/2023","1.5711","1.5770","1.5788","1.5671","","-0.33%"
"10/16/2023","1.5763","1.5870","1.5890","1.5758","","-0.81%"
"10/13/2023","1.5891","1.5838","1.5910","1.5785","","0.35%"
"10/12/2023","1.5835","1.5590","1.5856","1.5547","","1.57%"
"10/11/2023","1.5591","1.5547","1.5655","1.5512","","0.28%"
"10/10/2023","1.5547","1.5596","1.5651","1.5541","","-0.33%"
"10/09/2023","1.5598","1.5721","1.5767","1.5589","","-0.41%"
"10/06/2023","1.5662","1.5698","1.5841","1.5623","","-0.22%"
"10/05/2023","1.5696","1.5812","1.5829","1.5676","","-0.72%"
"10/04/2023","1.5810","1.5867","1.5908","1.5764","","-0.35%"
"10/03/2023","1.5865","1.5716","1.5912","1.5703","","0.97%"
"10/02/2023","1.5713","1.5549","1.5718","1.5512","","1.13%"
"09/29/2023","1.5538","1.5560","1.5575","1.5379","","-0.13%"
"09/28/2023","1.5559","1.5740","1.5764","1.5544","","-1.14%"
"09/27/2023","1.5738","1.5625","1.5797","1.5599","","0.68%"
"09/26/2023","1.5632","1.5568","1.5658","1.5548","","0.44%"
"09/25/2023","1.5564","1.5503","1.5617","1.5495","","0.28%"
"09/22/2023","1.5521","1.5582","1.5618","1.5465","","-0.37%"
"09/21/2023","1.5579","1.5509","1.5663","1.5492","","0.44%"
"09/20/2023","1.5511","1.5491","1.5532","1.5354","","0.14%"
"09/19/2023","1.5489","1.5532","1.5560","1.5444","","-0.26%"
"09/18/2023","1.5530","1.5521","1.5586","1.5499","","-0.08%"
"09/15/2023","1.5542","1.5525","1.5568","1.5444","","0.12%"
"09/14/2023","1.5523","1.5565","1.5590","1.5479","","-0.30%"
"09/13/2023","1.5569","1.5563","1.5674","1.5538","","0.03%"
"09/12/2023","1.5564","1.5540","1.5606","1.5524","","0.12%"
"09/11/2023","1.5545","1.5646","1.5688","1.5503","","-0.85%"
"09/08/2023","1.5679","1.5682","1.5707","1.5586","","0.00%"
"09/07/2023","1.5679","1.5678","1.5719","1.5635","","0.11%"
"09/06/2023","1.5662","1.5673","1.5732","1.5611","","-0.04%"
"09/05/2023","1.5669","1.5491","1.5732","1.5466","","1.22%"
"09/04/2023","1.5480","1.5486","1.5524","1.5429","","-0.09%"
"09/01/2023","1.5494","1.5428","1.5534","1.5331","","0.48%"
"08/31/2023","1.5420","1.5443","1.5479","1.5365","","-0.11%"
"08/30/2023","1.5437","1.5425","1.5507","1.5330","","0.08%"
"08/29/2023","1.5425","1.5567","1.5624","1.5413","","-0.82%"
"08/28/2023","1.5552","1.5603","1.5624","1.5528","","-0.44%"
"08/25/2023","1.5620","1.5582","1.5674","1.5522","","0.28%"
"08/24/2023","1.5576","1.5429","1.5597","1.5409","","0.90%"
"08/23/2023","1.5437","1.5567","1.5601","1.5425","","-0.85%"
"08/22/2023","1.5569","1.5596","1.5619","1.5482","","-0.14%"
"08/21/2023","1.5591","1.5597","1.5656","1.5570","","-0.14%"
"08/18/2023","1.5613","1.5616","1.5677","1.5551","","0.00%"
"08/17/2023","1.5613","1.5567","1.5712","1.5501","","0.33%"
"08/16/2023","1.5562","1.5484","1.5587","1.5428","","0.47%"
"08/15/2023","1.5489","1.5417","1.5502","1.5331","","0.49%"
"08/14/2023","1.5413","1.5380","1.5496","1.5363","","0.18%"
"08/11/2023","1.5385","1.5342","1.5419","1.5303","","0.28%"
"08/10/2023","1.5342","1.5318","1.5352","1.5113","","0.17%"
"08/09/2023","1.5316","1.5280","1.5338","1.5215","","0.24%"
"08/08/2023","1.5279","1.5216","1.5395","1.5202","","0.45%"
"08/07/2023","1.5211","1.5222","1.5257","1.5165","","-0.03%"
"08/04/2023","1.5216","1.5253","1.5286","1.5128","","-0.28%"
"08/03/2023","1.5258","1.5295","1.5354","1.5221","","-0.22%"
"08/02/2023","1.5291","1.5120","1.5323","1.5080","","1.16%"
"08/01/2023","1.5115","1.4879","1.5149","1.4870","","1.57%"
"07/31/2023","1.4881","1.5017","1.5050","1.4835","","-1.02%"
"07/28/2023","1.5035","1.4910","1.5102","1.4892","","0.91%"
"07/27/2023","1.4899","1.4793","1.4930","1.4657","","0.72%"
"07/26/2023","1.4793","1.4734","1.4863","1.4718","","0.52%"
"07/25/2023","1.4717","1.4843","1.4871","1.4717","","-0.80%"
"07/24/2023","1.4835","1.4852","1.4894","1.4799","","-0.17%"
"07/21/2023","1.4861","1.4749","1.4878","1.4729","","0.76%"
"07/20/2023","1.4749","1.4764","1.4783","1.4603","","-0.06%"
"07/19/2023","1.4758","1.4676","1.4815","1.4660","","0.59%"
"07/18/2023","1.4671","1.4670","1.4731","1.4623","","0.01%"
"07/17/2023","1.4669","1.4618","1.4734","1.4589","","0.35%"
"07/14/2023","1.4618","1.4520","1.4640","1.4501","","0.73%"
"07/13/2023","1.4512","1.4736","1.4742","1.4501","","-1.47%"
"07/12/2023","1.4728","1.4956","1.4969","1.4712","","-1.50%"
"07/11/2023","1.4952","1.4988","1.5037","1.4934","","-0.18%"
"07/10/2023","1.4979","1.4963","1.5100","1.4931","","0.23%"
"07/07/2023","1.4945","1.5103","1.5113","1.4920","","-0.96%"
"07/06/2023","1.5090","1.5028","1.5155","1.4950","","0.45%"
"07/05/2023","1.5022","1.4950","1.5032","1.4926","","0.54%"
"07/04/2023","1.4941","1.4993","1.5059","1.4911","","-0.31%"
"07/03/2023","1.4988","1.5000","1.5069","1.4940","","-0.06%"
"06/30/2023","1.4997","1.5115","1.5145","1.4986","","-0.73%"
"06/29/2023","1.5108","1.5151","1.5165","1.5057","","-0.29%"
"06/28/2023","1.5152","1.4959","1.5159","1.4945","","1.30%"
"06/27/2023","1.4957","1.4981","1.4993","1.4877","","-0.21%"
"06/26/2023","1.4988","1.4978","1.5001","1.4935","","0.11%"
"06/23/2023","1.4972","1.4799","1.5009","1.4773","","1.18%"
"06/22/2023","1.4797","1.4717","1.4828","1.4690","","0.58%"
"06/21/2023","1.4712","1.4745","1.4835","1.4694","","-0.18%"
"06/20/2023","1.4738","1.4598","1.4809","1.4586","","0.97%"
"06/19/2023","1.4596","1.4533","1.4634","1.4514","","0.33%"
"06/16/2023","1.4548","1.4523","1.4589","1.4492","","0.19%"
"06/15/2023","1.4520","1.4715","1.4778","1.4506","","-1.29%"
"06/14/2023","1.4710","1.4777","1.4801","1.4626","","-0.43%"
"06/13/2023","1.4773","1.4819","1.4842","1.4688","","-0.27%"
"06/12/2023","1.4813","1.4828","1.4859","1.4761","","-0.15%"
"06/09/2023","1.4835","1.4890","1.4943","1.4811","","-0.36%"
"06/08/2023","1.4888","1.5029","1.5036","1.4882","","-0.94%"
"06/07/2023","1.5029","1.4986","1.5059","1.4885","","0.27%"
"06/06/2023","1.4988","1.5110","1.5130","1.4957","","-0.78%"
"06/05/2023","1.5106","1.5128","1.5201","1.5064","","-0.11%"
"06/02/2023","1.5122","1.5221","1.5230","1.5063","","-0.60%"
"06/01/2023","1.5214","1.5378","1.5423","1.5192","","-1.01%"
"05/31/2023","1.5370","1.5349","1.5486","1.5293","","0.18%"
"05/30/2023","1.5342","1.5290","1.5379","1.5244","","0.32%"
"05/29/2023","1.5293","1.5301","1.5343","1.5256","","-0.32%"
"05/26/2023","1.5342","1.5368","1.5409","1.5278","","-0.18%"
"05/25/2023","1.5370","1.5290","1.5390","1.5270","","0.60%"
"05/24/2023","1.5279","1.5127","1.5316","1.5114","","1.01%"
"05/23/2023","1.5126","1.5029","1.5136","1.5008","","0.67%"
"05/22/2023","1.5026","1.5029","1.5091","1.4994","","-0.05%"
"05/19/2023","1.5033","1.5101","1.5117","1.4978","","-0.50%"
"05/18/2023","1.5108","1.5016","1.5142","1.4993","","0.63%"
"05/17/2023","1.5013","1.5027","1.5086","1.4983","","-0.06%"
"05/16/2023","1.5022","1.4924","1.5036","1.4900","","0.69%"
"05/15/2023","1.4919","1.5048","1.5064","1.4904","","-0.82%"
"05/12/2023","1.5042","1.4921","1.5068","1.4908","","0.82%"
"05/11/2023","1.4919","1.4754","1.4951","1.4713","","1.15%"
"05/10/2023","1.4749","1.4790","1.4829","1.4664","","-0.27%"
"05/09/2023","1.4789","1.4743","1.4823","1.4732","","0.33%"
"05/08/2023","1.4741","1.4818","1.4839","1.4695","","-0.45%"
"05/05/2023","1.4808","1.4936","1.4947","1.4797","","-0.88%"
"05/04/2023","1.4939","1.4995","1.5062","1.4908","","-0.34%"
"05/03/2023","1.4990","1.5007","1.5041","1.4916","","-0.08%"
"05/02/2023","1.5002","1.5074","1.5107","1.4885","","-0.52%"
"05/01/2023","1.5081","1.5130","1.5144","1.4993","","-0.18%"
"04/28/2023","1.5108","1.5086","1.5215","1.5052","","0.20%"
"04/27/2023","1.5078","1.5153","1.5165","1.5069","","-0.49%"
"04/26/2023","1.5152","1.5087","1.5173","1.5059","","0.41%"
"04/25/2023","1.5090","1.4936","1.5121","1.4909","","1.07%"
"04/24/2023","1.4930","1.4930","1.5005","1.4913","","-0.09%"
"04/21/2023","1.4943","1.4835","1.4977","1.4819","","0.75%"
"04/20/2023","1.4832","1.4892","1.4935","1.4765","","-0.42%"
"04/19/2023","1.4894","1.4870","1.4949","1.4830","","0.15%"
"04/18/2023","1.4872","1.4928","1.4934","1.4817","","-0.34%"
"04/17/2023","1.4923","1.4912","1.4969","1.4880","","0.13%"
"04/14/2023","1.4903","1.4748","1.4937","1.4691","","1.09%"
"04/13/2023","1.4743","1.4950","1.4960","1.4711","","-1.37%"
"04/12/2023","1.4948","1.5033","1.5042","1.4871","","-0.52%"
"04/11/2023","1.5026","1.5057","1.5074","1.4967","","-0.21%"
"04/10/2023","1.5058","1.5024","1.5109","1.4966","","0.43%"
"04/07/2023","1.4993","1.4988","1.5059","1.4942","","0.05%"
"04/06/2023","1.4986","1.4883","1.5032","1.4868","","0.73%"
"04/05/2023","1.4877","1.4808","1.4978","1.4748","","0.48%"
"04/04/2023","1.4806","1.4736","1.4881","1.4718","","0.49%"
"04/03/2023","1.4734","1.4947","1.5036","1.4727","","-1.47%"
"03/31/2023","1.4954","1.4898","1.4993","1.4839","","0.39%"
"03/30/2023","1.4896","1.4968","1.5014","1.4882","","-0.42%"
"03/29/2023","1.4959","1.4903","1.5014","1.4894","","0.38%"
"03/28/2023","1.4903","1.5035","1.5050","1.4899","","-0.88%"
"03/27/2023","1.5035","1.5038","1.5077","1.5000","","-0.06%"
"03/24/2023","1.5044","1.4959","1.5095","1.4935","","0.57%"
"03/23/2023","1.4959","1.4963","1.4993","1.4800","","0.00%"
"03/22/2023","1.4959","1.4995","1.5014","1.4793","","-0.24%"
"03/21/2023","1.4995","1.4883","1.5038","1.4866","","0.77%"
"03/20/2023","1.4881","1.4906","1.5002","1.4833","","-0.34%"
"03/17/2023","1.4932","1.5029","1.5040","1.4869","","-0.57%"
"03/16/2023","1.5017","1.5113","1.5135","1.4996","","-0.64%"
"03/15/2023","1.5113","1.4964","1.5175","1.4898","","1.00%"
"03/14/2023","1.4963","1.5004","1.5079","1.4931","","-0.23%"
"03/13/2023","1.4997","1.5181","1.5195","1.4885","","-1.34%"
"03/10/2023","1.5200","1.5174","1.5236","1.5057","","0.18%"
"03/09/2023","1.5172","1.5181","1.5209","1.5067","","-0.03%"
"03/08/2023","1.5177","1.5191","1.5227","1.5083","","-0.07%"
"03/07/2023","1.5188","1.4861","1.5197","1.4817","","2.20%"
"03/06/2023","1.4861","1.4781","1.4891","1.4764","","0.61%"
"03/03/2023","1.4771","1.4855","1.4873","1.4759","","-0.58%"
"03/02/2023","1.4857","1.4789","1.4912","1.4777","","0.46%"
"03/01/2023","1.4789","1.4861","1.4937","1.4739","","-0.47%"
"02/28/2023","1.4859","1.4848","1.4918","1.4795","","0.09%"
"02/27/2023","1.4846","1.4842","1.4931","1.4821","","-0.13%"
"02/24/2023","1.4865","1.4688","1.4885","1.4651","","1.22%"
"02/23/2023","1.4686","1.4698","1.4748","1.4614","","-0.06%"
"02/22/2023","1.4695","1.4592","1.4719","1.4566","","0.73%"
"02/21/2023","1.4588","1.4476","1.4605","1.4450","","0.79%"
"02/20/2023","1.4474","1.4567","1.4581","1.4448","","-0.41%"
"02/17/2023","1.4533","1.4531","1.4683","1.4524","","0.00%"
"02/16/2023","1.4533","1.4489","1.4621","1.4414","","0.34%"
"02/15/2023","1.4484","1.4312","1.4568","1.4305","","1.20%"
"02/14/2023","1.4312","1.4355","1.4449","1.4225","","-0.29%"
"02/13/2023","1.4353","1.4439","1.4515","1.4336","","-0.69%"
"02/10/2023","1.4453","1.4422","1.4475","1.4365","","0.26%"
"02/09/2023","1.4415","1.4438","1.4450","1.4260","","-0.17%"
"02/08/2023","1.4440","1.4370","1.4454","1.4292","","0.50%"
"02/07/2023","1.4368","1.4526","1.4532","1.4309","","-1.11%"
"02/06/2023","1.4529","1.4434","1.4588","1.4389","","0.62%"
"02/03/2023","1.4440","1.4132","1.4454","1.4116","","2.21%"
"02/02/2023","1.4128","1.4014","1.4147","1.3969","","0.84%"
"02/01/2023","1.4010","1.4170","1.4214","1.3995","","-1.13%"
"01/31/2023","1.4170","1.4167","1.4319","1.4151","","0.06%"
"01/30/2023","1.4162","1.4083","1.4182","1.4042","","0.62%"
"01/27/2023","1.4075","1.4059","1.4121","1.4024","","0.16%"
